district,y,m,pop
Gebiley,2022,8,165197
Hargeysa,2022,8,1205848
Hobyo,2022,8,96469
Iskushuban,2022,8,93902
Jalalaqsi,2022,8,105751
Jamaame,2022,8,128045
Jariiban,2022,8,108195
Jilib,2022,8,170656
Jowhar,2022,8,372977
Kismaayo,2022,8,357462
Kurtunwaarey,2022,8,119906
Laas Caanood,2022,8,207766
Laasqoray,2022,8,217774
Lughaye,2022,8,79978
Luuq,2022,8,149944
Marka,2022,8,308253
Owdweyne,2022,8,94090
Qandala,2022,8,147155
Qansax Dheere,2022,8,49245
Qardho,2022,8,218701
Qoryooley,2022,8,236559
Rab Dhuure,2022,8,55998
Saakow,2022,8,160854
Sablaale,2022,8,26679
Sheikh,2022,8,88676
Taleex,2022,8,72236
Tayeeglow,2022,8,95257
Waajid,2022,8,79761
Wanla Weyn,2022,8,222252
Xarardheere,2022,8,72823
Xudun,2022,8,68392
Xudur,2022,8,110649
Zeylac,2022,8,71726
Adan Yabaal,2022,9,91112
Afgooye,2022,9,375594
Afmadow,2022,9,213165
Baardheere,2022,9,199836
Badhaadhe,2022,9,83981
Baki,2022,9,73105
Balcad,2022,9,200969
Banadir,2022,9,2816035
Bandarbeyla,2022,9,21125
Baraawe,2022,9,96052
Baydhaba,2022,9,631107
Belet Weyne,2022,9,830646
Belet Xaawo,2022,9,82045
Berbera,2022,9,171927
Borama,2022,9,804846
Bossaso,2022,9,455348
Bu'aale,2022,9,98037
Bulo Burto,2022,9,162637
Burco,2022,9,502433
Burtinle,2022,9,92187
Buuhoodle,2022,9,75757
Buur Hakaba,2022,9,142724
Cabudwaaq,2022,9,121100
Cadaado,2022,9,110071
Cadale,2022,9,79388
Caluula,2022,9,52542
Caynabo,2022,9,76703
Ceel Afweyn,2022,9,96600
Ceel Barde,2022,9,60998
Ceel Buur,2022,9,113737
Ceel Dheer,2022,9,116857
Ceel Waaq,2022,9,48022
Ceerigaabo,2022,9,248634
Dhuusamarreeb,2022,9,304677
Diinsoor,2022,9,81577
Doolow,2022,9,99888
Eyl,2022,9,87237
Gaalkacyo,2022,9,504607
Galdogob,2022,9,183965
Garbahaarey,2022,9,130718
Garoowe,2022,9,215477
Gebiley,2022,9,165466
Hargeysa,2022,9,1207861
Hobyo,2022,9,96661
Iskushuban,2022,9,94318
Jalalaqsi,2022,9,105896
Jamaame,2022,9,122074
Jariiban,2022,9,108374
Jilib,2022,9,170871
Jowhar,2022,9,373614
Kismaayo,2022,9,364244
Kurtunwaarey,2022,9,123676
Laas Caanood,2022,9,207913
Laasqoray,2022,9,218161
Lughaye,2022,9,80093
Luuq,2022,9,154427
Marka,2022,9,309748
Owdweyne,2022,9,94188
Qandala,2022,9,146984
Qansax Dheere,2022,9,58425
Qardho,2022,9,218973
Qoryooley,2022,9,236929
Rab Dhuure,2022,9,55332
Saakow,2022,9,162226
Sablaale,2022,9,25744
Sheikh,2022,9,88839
Taleex,2022,9,72359
Tayeeglow,2022,9,94463
Waajid,2022,9,75232
Wanla Weyn,2022,9,222946
Xarardheere,2022,9,73092
Xudun,2022,9,69077
Xudur,2022,9,110300
Zeylac,2022,9,71839
Adan Yabaal,2022,10,91273
Afgooye,2022,10,352354
Afmadow,2022,10,215365
Baardheere,2022,10,200291
Badhaadhe,2022,10,84110
Baki,2022,10,73397
Balcad,2022,10,200295
Banadir,2022,10,2872593
Bandarbeyla,2022,10,21082
Baraawe,2022,10,96080
Baydhaba,2022,10,643883
Belet Weyne,2022,10,847167
Belet Xaawo,2022,10,82725
Berbera,2022,10,172201
Borama,2022,10,806144
Bossaso,2022,10,456592
Bu'aale,2022,10,97682
Bulo Burto,2022,10,181893
Burco,2022,10,503407
Burtinle,2022,10,92433
Buuhoodle,2022,10,76939
Buur Hakaba,2022,10,139089
Cabudwaaq,2022,10,121209
Cadaado,2022,10,119630
Cadale,2022,10,77455
Caluula,2022,10,52523
Caynabo,2022,10,76869
Ceel Afweyn,2022,10,96786
Ceel Barde,2022,10,66436
Ceel Buur,2022,10,113509
Ceel Dheer,2022,10,116825
Ceel Waaq,2022,10,47297
Ceerigaabo,2022,10,249036
Dhuusamarreeb,2022,10,310144
Diinsoor,2022,10,85767
Doolow,2022,10,99620
Eyl,2022,10,87787
Gaalkacyo,2022,10,505242
Galdogob,2022,10,183844
Garbahaarey,2022,10,130835
Garoowe,2022,10,215122
Gebiley,2022,10,165736
Hargeysa,2022,10,1209857
Hobyo,2022,10,97153
Iskushuban,2022,10,94700
Jalalaqsi,2022,10,106110
Jamaame,2022,10,115052
Jariiban,2022,10,108519
Jilib,2022,10,170920
Jowhar,2022,10,374382
Kismaayo,2022,10,372125
Kurtunwaarey,2022,10,113818
Laas Caanood,2022,10,207243
Laasqoray,2022,10,218529
Lughaye,2022,10,80256
Luuq,2022,10,154588
Marka,2022,10,311137
Owdweyne,2022,10,93887
Qandala,2022,10,146879
Qansax Dheere,2022,10,62467
Qardho,2022,10,219933
Qoryooley,2022,10,232584
Rab Dhuure,2022,10,52507
Saakow,2022,10,163944
Sablaale,2022,10,24160
Sheikh,2022,10,88999
Taleex,2022,10,72414
Tayeeglow,2022,10,93461
Waajid,2022,10,75003
Wanla Weyn,2022,10,222250
Xarardheere,2022,10,73324
Xudun,2022,10,69239
Xudur,2022,10,110257
Zeylac,2022,10,71950
Adan Yabaal,2022,11,90481
Afgooye,2022,11,339717
Afmadow,2022,11,216254
Baardheere,2022,11,200879
Badhaadhe,2022,11,84219
Baki,2022,11,73611
Balcad,2022,11,196992
Banadir,2022,11,2911722
Bandarbeyla,2022,11,21326
Baraawe,2022,11,96111
Baydhaba,2022,11,662727
Belet Weyne,2022,11,849864
Belet Xaawo,2022,11,83319
Berbera,2022,11,172472
Borama,2022,11,807432
Bossaso,2022,11,457543
Bu'aale,2022,11,97534
Bulo Burto,2022,11,191433
Burco,2022,11,504168
Burtinle,2022,11,92636
Buuhoodle,2022,11,77168
Buur Hakaba,2022,11,136617
Cabudwaaq,2022,11,121314
Cadaado,2022,11,119785
Cadale,2022,11,71257
Caluula,2022,11,52326
Caynabo,2022,11,77058
Ceel Afweyn,2022,11,96957
Ceel Barde,2022,11,75139
Ceel Buur,2022,11,113737
Ceel Dheer,2022,11,117024
Ceel Waaq,2022,11,47099
Ceerigaabo,2022,11,249458
Dhuusamarreeb,2022,11,311556
Diinsoor,2022,11,86682
Doolow,2022,11,99300
Eyl,2022,11,88114
Gaalkacyo,2022,11,505891
Galdogob,2022,11,184050
Garbahaarey,2022,11,130888
Garoowe,2022,11,215091
Gebiley,2022,11,165978
Hargeysa,2022,11,1211872
Hobyo,2022,11,97948
Iskushuban,2022,11,94921
Jalalaqsi,2022,11,106081
Jamaame,2022,11,115600
Jariiban,2022,11,108652
Jilib,2022,11,171010
Jowhar,2022,11,375759
Kismaayo,2022,11,372446
Kurtunwaarey,2022,11,119199
Laas Caanood,2022,11,207446
Laasqoray,2022,11,218862
Lughaye,2022,11,80149
Luuq,2022,11,154747
