district,y,m,pop
Gebiley,2018,1,154293
Hargeysa,2018,1,1103325
Hobyo,2018,1,95573
Iskushuban,2018,1,77107
Jalalaqsi,2018,1,90045
Jamaame,2018,1,156572
Jariiban,2018,1,95288
Jilib,2018,1,163249
Jowhar,2018,1,319029
Kismaayo,2018,1,281598
Kurtunwaarey,2018,1,136899
Laas Caanood,2018,1,177063
Laasqoray,2018,1,202469
Lughaye,2018,1,73344
Luuq,2018,1,97384
Marka,2018,1,284191
Owdweyne,2018,1,80536
Qandala,2018,1,141983
Qansax Dheere,2018,1,85754
Qardho,2018,1,178823
Qoryooley,2018,1,275651
Rab Dhuure,2018,1,46681
Saakow,2018,1,124123
Sablaale,2018,1,45625
Sheikh,2018,1,82115
Taleex,2018,1,68330
Tayeeglow,2018,1,90038
Waajid,2018,1,83083
Wanla Weyn,2018,1,218049
Xarardheere,2018,1,78329
Xudun,2018,1,61423
Xudur,2018,1,120236
Zeylac,2018,1,65804
Adan Yabaal,2018,2,83565
Afgooye,2018,2,416544
Afmadow,2018,2,174616
Baardheere,2018,2,163225
Badhaadhe,2018,2,77946
Baki,2018,2,68650
Balcad,2018,2,200328
Banadir,2018,2,2100295
Bandarbeyla,2018,2,28805
Baraawe,2018,2,89094
Baydhaba,2018,2,542290
Belet Weyne,2018,2,281021
Belet Xaawo,2018,2,92033
Berbera,2018,2,158196
Borama,2018,2,736101
Bossaso,2018,2,408449
Bu'aale,2018,2,100591
Bulo Burto,2018,2,162931
Burco,2018,2,461094
Burtinle,2018,2,85436
Buuhoodle,2018,2,79527
Buur Hakaba,2018,2,144280
Cabudwaaq,2018,2,84948
Cadaado,2018,2,90597
Cadale,2018,2,72746
Caluula,2018,2,53411
Caynabo,2018,2,64824
Ceel Afweyn,2018,2,89949
Ceel Barde,2018,2,54891
Ceel Buur,2018,2,105229
Ceel Dheer,2018,2,106814
Ceel Waaq,2018,2,51517
Ceerigaabo,2018,2,228305
Dhuusamarreeb,2018,2,145929
Diinsoor,2018,2,94881
Doolow,2018,2,62143
Eyl,2018,2,80654
Gaalkacyo,2018,2,431422
Galdogob,2018,2,164950
Garbahaarey,2018,2,119291
Garoowe,2018,2,201052
Gebiley,2018,2,154436
Hargeysa,2018,2,1105321
Hobyo,2018,2,95675
Iskushuban,2018,2,77069
Jalalaqsi,2018,2,90177
Jamaame,2018,2,155776
Jariiban,2018,2,95454
Jilib,2018,2,163305
Jowhar,2018,2,319032
Kismaayo,2018,2,284287
Kurtunwaarey,2018,2,136594
Laas Caanood,2018,2,179104
Laasqoray,2018,2,202834
Lughaye,2018,2,72955
Luuq,2018,2,97507
Marka,2018,2,283683
Owdweyne,2018,2,80781
Qandala,2018,2,142222
Qansax Dheere,2018,2,84541
Qardho,2018,2,179296
Qoryooley,2018,2,273652
Rab Dhuure,2018,2,46856
Saakow,2018,2,124375
Sablaale,2018,2,45419
Sheikh,2018,2,82255
Taleex,2018,2,68298
Tayeeglow,2018,2,89186
Waajid,2018,2,82515
Wanla Weyn,2018,2,218006
Xarardheere,2018,2,78515
Xudun,2018,2,61554
Xudur,2018,2,118611
Zeylac,2018,2,66196
Adan Yabaal,2018,3,83688
Afgooye,2018,3,402612
Afmadow,2018,3,174952
Baardheere,2018,3,163139
Badhaadhe,2018,3,78007
Baki,2018,3,69038
Balcad,2018,3,198609
Banadir,2018,3,2146679
Bandarbeyla,2018,3,29049
Baraawe,2018,3,89104
Baydhaba,2018,3,552093
Belet Weyne,2018,3,281573
Belet Xaawo,2018,3,92135
Berbera,2018,3,158473
Borama,2018,3,737681
Bossaso,2018,3,409023
Bu'aale,2018,3,100645
Bulo Burto,2018,3,163208
Burco,2018,3,461798
Burtinle,2018,3,85477
Buuhoodle,2018,3,79545
Buur Hakaba,2018,3,144023
Cabudwaaq,2018,3,85362
Cadaado,2018,3,90734
Cadale,2018,3,72866
Caluula,2018,3,53473
Caynabo,2018,3,65003
Ceel Afweyn,2018,3,89998
Ceel Barde,2018,3,54902
Ceel Buur,2018,3,105473
Ceel Dheer,2018,3,106996
Ceel Waaq,2018,3,51574
Ceerigaabo,2018,3,228752
Dhuusamarreeb,2018,3,145882
Diinsoor,2018,3,93149
Doolow,2018,3,62214
Eyl,2018,3,80874
Gaalkacyo,2018,3,432915
Galdogob,2018,3,165212
Garbahaarey,2018,3,119610
Garoowe,2018,3,201415
Gebiley,2018,3,154623
Hargeysa,2018,3,1107423
Hobyo,2018,3,95562
Iskushuban,2018,3,77157
Jalalaqsi,2018,3,90300
Jamaame,2018,3,155033
Jariiban,2018,3,95659
Jilib,2018,3,163419
Jowhar,2018,3,319204
Kismaayo,2018,3,286579
Kurtunwaarey,2018,3,124310
Laas Caanood,2018,3,176973
Laasqoray,2018,3,203088
Lughaye,2018,3,72245
Luuq,2018,3,97651
Marka,2018,3,282419
Owdweyne,2018,3,81012
Qandala,2018,3,142437
Qansax Dheere,2018,3,82050
Qardho,2018,3,179701
Qoryooley,2018,3,271956
Rab Dhuure,2018,3,47164
Saakow,2018,3,124872
Sablaale,2018,3,45464
Sheikh,2018,3,82395
Taleex,2018,3,68361
Tayeeglow,2018,3,88849
Waajid,2018,3,82171
Wanla Weyn,2018,3,217737
Xarardheere,2018,3,78686
Xudun,2018,3,61718
Xudur,2018,3,118124
Zeylac,2018,3,66390
Adan Yabaal,2018,4,83815
Afgooye,2018,4,397557
Afmadow,2018,4,175229
Baardheere,2018,4,167200
Badhaadhe,2018,4,78069
Baki,2018,4,69147
Balcad,2018,4,197761
Banadir,2018,4,2157353
Bandarbeyla,2018,4,28935
Baraawe,2018,4,89185
Baydhaba,2018,4,556124
Belet Weyne,2018,4,306636
Belet Xaawo,2018,4,92244
Berbera,2018,4,158695
Borama,2018,4,738887
Bossaso,2018,4,409354
Bu'aale,2018,4,100568
Bulo Burto,2018,4,163482
Burco,2018,4,462518
Burtinle,2018,4,85582
Buuhoodle,2018,4,79556
Buur Hakaba,2018,4,143614
Cabudwaaq,2018,4,85399
Cadaado,2018,4,94970
Cadale,2018,4,72978
Caluula,2018,4,53395
Caynabo,2018,4,65248
Ceel Afweyn,2018,4,90083
Ceel Barde,2018,4,55060
Ceel Buur,2018,4,106044
Ceel Dheer,2018,4,107157
Ceel Waaq,2018,4,52418
Ceerigaabo,2018,4,228806
Dhuusamarreeb,2018,4,146356
Diinsoor,2018,4,91378
Doolow,2018,4,62296
Eyl,2018,4,81026
Gaalkacyo,2018,4,434294
Galdogob,2018,4,165482
Garbahaarey,2018,4,121175
Garoowe,2018,4,201670
Gebiley,2018,4,154771
Hargeysa,2018,4,1109462
Hobyo,2018,4,95596
Iskushuban,2018,4,77075
Jalalaqsi,2018,4,91712
Jamaame,2018,4,154212
Jariiban,2018,4,95828
Jilib,2018,4,163905
Jowhar,2018,4,325381
Kismaayo,2018,4,288544
Kurtunwaarey,2018,4,124485
Laas Caanood,2018,4,178719
Laasqoray,2018,4,203629
Lughaye,2018,4,72015
Luuq,2018,4,104371
Marka,2018,4,283166
Owdweyne,2018,4,81248
Qandala,2018,4,142695
Qansax Dheere,2018,4,80597
Qardho,2018,4,181268
Qoryooley,2018,4,271019
Rab Dhuure,2018,4,46392
Saakow,2018,4,127732
Sablaale,2018,4,45546
Sheikh,2018,4,82535
Taleex,2018,4,68478
Tayeeglow,2018,4,87951
Waajid,2018,4,82022
Wanla Weyn,2018,4,217842
Xarardheere,2018,4,76692
Xudun,2018,4,61814
Xudur,2018,4,117666
Zeylac,2018,4,66425
Adan Yabaal,2018,5,83963
Afgooye,2018,5,397316
Afmadow,2018,5,175464
Baardheere,2018,5,162838
Badhaadhe,2018,5,78186
Baki,2018,5,69301
Balcad,2018,5,196553
Banadir,2018,5,2166111
Bandarbeyla,2018,5,28932
Baraawe,2018,5,89636
Baydhaba,2018,5,556997
Belet Weyne,2018,5,280942
Belet Xaawo,2018,5,92400
Berbera,2018,5,158909
Borama,2018,5,740062
Bossaso,2018,5,410137
Bu'aale,2018,5,99913
Bulo Burto,2018,5,163767
Burco,2018,5,463301
Burtinle,2018,5,85698
Buuhoodle,2018,5,80053
Buur Hakaba,2018,5,143661
Cabudwaaq,2018,5,85381
Cadaado,2018,5,93817
Cadale,2018,5,73111
Caluula,2018,5,53377
Caynabo,2018,5,65450
Ceel Afweyn,2018,5,89650
Ceel Barde,2018,5,55222
Ceel Buur,2018,5,105746
Ceel Dheer,2018,5,107339
Ceel Waaq,2018,5,51735
Ceerigaabo,2018,5,229217
Dhuusamarreeb,2018,5,146701
Diinsoor,2018,5,91127
Doolow,2018,5,62330
Eyl,2018,5,80925
Gaalkacyo,2018,5,434592
Galdogob,2018,5,165788
Garbahaarey,2018,5,120167
Garoowe,2018,5,202745
Gebiley,2018,5,154914
Hargeysa,2018,5,1111348
Hobyo,2018,5,95775
Iskushuban,2018,5,77120
Jalalaqsi,2018,5,99417
Jamaame,2018,5,151709
Jariiban,2018,5,97232
Jilib,2018,5,164601
Jowhar,2018,5,317711
Kismaayo,2018,5,293320
Kurtunwaarey,2018,5,125131
Laas Caanood,2018,5,183706
Laasqoray,2018,5,204774
Lughaye,2018,5,72122
Luuq,2018,5,97916
Marka,2018,5,285301
Owdweyne,2018,5,81556
Qandala,2018,5,142952
Qansax Dheere,2018,5,80587
Qardho,2018,5,182155
Qoryooley,2018,5,269232
Rab Dhuure,2018,5,46529
Saakow,2018,5,127070
Sablaale,2018,5,45692
Sheikh,2018,5,82653
Taleex,2018,5,68644
Tayeeglow,2018,5,89734
Waajid,2018,5,82485
Wanla Weyn,2018,5,218229
Xarardheere,2018,5,76224
Xudun,2018,5,61917
Xudur,2018,5,117444
Zeylac,2018,5,67063
Adan Yabaal,2018,6,84105
Afgooye,2018,6,399190
Afmadow,2018,6,175696
Baardheere,2018,6,163175
Badhaadhe,2018,6,78318
Baki,2018,6,69410
Balcad,2018,6,195408
Banadir,2018,6,2169060
Bandarbeyla,2018,6,28792
Baraawe,2018,6,89800
Baydhaba,2018,6,558494
Belet Weyne,2018,6,278410
Belet Xaawo,2018,6,92481
Berbera,2018,6,159113
Borama,2018,6,741193
Bossaso,2018,6,410235
Bu'aale,2018,6,99867
Bulo Burto,2018,6,164048
Burco,2018,6,464104
Burtinle,2018,6,85298
Buuhoodle,2018,6,80078
Buur Hakaba,2018,6,143809
Cabudwaaq,2018,6,85534
Cadaado,2018,6,93857
Cadale,2018,6,73263
Caluula,2018,6,53458
Caynabo,2018,6,65631
Ceel Afweyn,2018,6,89545
Ceel Barde,2018,6,55551
Ceel Buur,2018,6,106417
Ceel Dheer,2018,6,107529
Ceel Waaq,2018,6,51818
Ceerigaabo,2018,6,229523
Dhuusamarreeb,2018,6,146793
Diinsoor,2018,6,91298
Doolow,2018,6,62292
Eyl,2018,6,80930
Gaalkacyo,2018,6,434813
Galdogob,2018,6,166073
Garbahaarey,2018,6,120366
Garoowe,2018,6,203017
Gebiley,2018,6,155055
Hargeysa,2018,6,1113333
Hobyo,2018,6,96179
Iskushuban,2018,6,77265
Jalalaqsi,2018,6,90677
Jamaame,2018,6,150722
Jariiban,2018,6,98497
Jilib,2018,6,163904
Jowhar,2018,6,316395
Kismaayo,2018,6,294775
Kurtunwaarey,2018,6,126174
Laas Caanood,2018,6,177519
Laasqoray,2018,6,204985
Lughaye,2018,6,72295
Luuq,2018,6,98054
Marka,2018,6,286340
Owdweyne,2018,6,81755
Qandala,2018,6,143083
Qansax Dheere,2018,6,80687
Qardho,2018,6,183678
Qoryooley,2018,6,268657
Rab Dhuure,2018,6,46334
Saakow,2018,6,127090
Sablaale,2018,6,45949
Sheikh,2018,6,82786
Taleex,2018,6,68930
Tayeeglow,2018,6,90368
Waajid,2018,6,82252
Wanla Weyn,2018,6,218670
Xarardheere,2018,6,76473
Xudun,2018,6,62085
Xudur,2018,6,118200
Zeylac,2018,6,66627
Adan Yabaal,2018,7,84227
Afgooye,2018,7,400047
Afmadow,2018,7,176018
Baardheere,2018,7,163459
Badhaadhe,2018,7,78450
Baki,2018,7,69692
Balcad,2018,7,194426
Banadir,2018,7,2173379
Bandarbeyla,2018,7,28675
Baraawe,2018,7,89953
Baydhaba,2018,7,561012
Belet Weyne,2018,7,278666
Belet Xaawo,2018,7,92612
Berbera,2018,7,159342
Borama,2018,7,742317
Bossaso,2018,7,411784
Bu'aale,2018,7,100176
Bulo Burto,2018,7,164485
Burco,2018,7,464855
Burtinle,2018,7,85104
Buuhoodle,2018,7,80077
Buur Hakaba,2018,7,143860
Cabudwaaq,2018,7,85789
Cadaado,2018,7,94835
Cadale,2018,7,73392
Caluula,2018,7,53519
Caynabo,2018,7,65979
Ceel Afweyn,2018,7,89648
Ceel Barde,2018,7,55651
Ceel Buur,2018,7,106123
Ceel Dheer,2018,7,107714
Ceel Waaq,2018,7,51902
Ceerigaabo,2018,7,229891
Dhuusamarreeb,2018,7,147333
Diinsoor,2018,7,90845
Doolow,2018,7,62312
Eyl,2018,7,81007
Gaalkacyo,2018,7,435386
Galdogob,2018,7,166364
Garbahaarey,2018,7,120629
Garoowe,2018,7,203907
Gebiley,2018,7,155219
Hargeysa,2018,7,1114975
Hobyo,2018,7,99086
Iskushuban,2018,7,77395
Jalalaqsi,2018,7,90687
Jamaame,2018,7,150231
Jariiban,2018,7,99704
Jilib,2018,7,164046
Jowhar,2018,7,316362
Kismaayo,2018,7,296352
Kurtunwaarey,2018,7,127228
Laas Caanood,2018,7,177371
Laasqoray,2018,7,204471
Lughaye,2018,7,72774
Luuq,2018,7,98181
Marka,2018,7,287408
Owdweyne,2018,7,81988
Qandala,2018,7,143312
Qansax Dheere,2018,7,80507
Qardho,2018,7,184581
Qoryooley,2018,7,267481
Rab Dhuure,2018,7,46671
Saakow,2018,7,127110
Sablaale,2018,7,46269
Sheikh,2018,7,82916
Taleex,2018,7,69140
Tayeeglow,2018,7,90363
Waajid,2018,7,82449
Wanla Weyn,2018,7,218970
Xarardheere,2018,7,73895
Xudun,2018,7,62256
Xudur,2018,7,118153
Zeylac,2018,7,66884
Adan Yabaal,2018,8,84333
Afgooye,2018,8,397872
Afmadow,2018,8,176609
Baardheere,2018,8,163638
Badhaadhe,2018,8,78582
Baki,2018,8,69548
Balcad,2018,8,196173
Banadir,2018,8,2205041
Bandarbeyla,2018,8,28607
Baraawe,2018,8,90100
Baydhaba,2018,8,561931
Belet Weyne,2018,8,279099
Belet Xaawo,2018,8,92726
Berbera,2018,8,159542
Borama,2018,8,743453
Bossaso,2018,8,412982
Bu'aale,2018,8,100879
Bulo Burto,2018,8,164549
Burco,2018,8,465565
Burtinle,2018,8,85155
Buuhoodle,2018,8,80117
Buur Hakaba,2018,8,144031
Cabudwaaq,2018,8,86002
Cadaado,2018,8,96791
Cadale,2018,8,73521
Caluula,2018,8,53514
Caynabo,2018,8,66242
Ceel Afweyn,2018,8,89810
Ceel Barde,2018,8,55484
Ceel Buur,2018,8,106311
Ceel Dheer,2018,8,107903
Ceel Waaq,2018,8,51983
Ceerigaabo,2018,8,230247
Dhuusamarreeb,2018,8,147190
Diinsoor,2018,8,90747
Doolow,2018,8,62487
Eyl,2018,8,81148
Gaalkacyo,2018,8,437790
Galdogob,2018,8,166621
Garbahaarey,2018,8,120932
Garoowe,2018,8,204212
Gebiley,2018,8,155367
Hargeysa,2018,8,1116622
Hobyo,2018,8,99107
Iskushuban,2018,8,77541
Jalalaqsi,2018,8,90939
Jamaame,2018,8,150063
Jariiban,2018,8,99637
Jilib,2018,8,163997
Jowhar,2018,8,316725
Kismaayo,2018,8,297590
Kurtunwaarey,2018,8,128353
Laas Caanood,2018,8,177495
Laasqoray,2018,8,203888
Lughaye,2018,8,72419
Luuq,2018,8,98344
Marka,2018,8,280146
Owdweyne,2018,8,82236
Qandala,2018,8,143458
Qansax Dheere,2018,8,80533
Qardho,2018,8,185282
Qoryooley,2018,8,255985
Rab Dhuure,2018,8,46667
Saakow,2018,8,127329
Sablaale,2018,8,46412
Sheikh,2018,8,83053
Taleex,2018,8,69299
Tayeeglow,2018,8,90381
Waajid,2018,8,81935
Wanla Weyn,2018,8,219358
Xarardheere,2018,8,71216
Xudun,2018,8,62390
Xudur,2018,8,118146
Zeylac,2018,8,66961
Adan Yabaal,2018,9,84474
Afgooye,2018,9,397966
Afmadow,2018,9,177189
Baardheere,2018,9,163955
Badhaadhe,2018,9,78710
Baki,2018,9,69673
Balcad,2018,9,195116
Banadir,2018,9,2242539
Bandarbeyla,2018,9,28622
Baraawe,2018,9,90264
Baydhaba,2018,9,563975
Belet Weyne,2018,9,279705
Belet Xaawo,2018,9,92842
Berbera,2018,9,159735
Borama,2018,9,744616
Bossaso,2018,9,413838
Bu'aale,2018,9,101006
Bulo Burto,2018,9,164801
Burco,2018,9,466311
Burtinle,2018,9,85170
Buuhoodle,2018,9,79451
Buur Hakaba,2018,9,144034
Cabudwaaq,2018,9,86247
Cadaado,2018,9,97291
Cadale,2018,9,73656
Caluula,2018,9,53579
Caynabo,2018,9,66486
Ceel Afweyn,2018,9,89929
Ceel Barde,2018,9,55775
Ceel Buur,2018,9,106481
Ceel Dheer,2018,9,108093
Ceel Waaq,2018,9,52066
Ceerigaabo,2018,9,230637
Dhuusamarreeb,2018,9,147116
Diinsoor,2018,9,90216
Doolow,2018,9,62430
Eyl,2018,9,81305
Gaalkacyo,2018,9,438599
Galdogob,2018,9,166914
Garbahaarey,2018,9,121228
Garoowe,2018,9,204536
Gebiley,2018,9,155527
Hargeysa,2018,9,1118525
Hobyo,2018,9,99178
Iskushuban,2018,9,77722
Jalalaqsi,2018,9,91136
Jamaame,2018,9,150192
Jariiban,2018,9,100573
Jilib,2018,9,164193
Jowhar,2018,9,317193
Kismaayo,2018,9,298496
Kurtunwaarey,2018,9,129023
Laas Caanood,2018,9,178938
Laasqoray,2018,9,203805
Lughaye,2018,9,72616
Luuq,2018,9,98385
Marka,2018,9,259926
Owdweyne,2018,9,82467
Qandala,2018,9,143692
Qansax Dheere,2018,9,80511
Qardho,2018,9,185950
Qoryooley,2018,9,246907
Rab Dhuure,2018,9,46898
Saakow,2018,9,127344
Sablaale,2018,9,46542
Sheikh,2018,9,83179
Taleex,2018,9,69458
Tayeeglow,2018,9,90605
Waajid,2018,9,82544
Wanla Weyn,2018,9,219632
Xarardheere,2018,9,70659
Xudun,2018,9,62604
Xudur,2018,9,118597
Zeylac,2018,9,67048
Adan Yabaal,2018,10,84626
Afgooye,2018,10,397611
Afmadow,2018,10,177656
Baardheere,2018,10,164254
Badhaadhe,2018,10,78806
Baki,2018,10,69791
Balcad,2018,10,195549
Banadir,2018,10,2257313
Bandarbeyla,2018,10,28619
Baraawe,2018,10,90294
Baydhaba,2018,10,564824
Belet Weyne,2018,10,279986
Belet Xaawo,2018,10,92954
Berbera,2018,10,159971
Borama,2018,10,745859
Bossaso,2018,10,414672
Bu'aale,2018,10,101119
Bulo Burto,2018,10,163256
Burco,2018,10,467290
Burtinle,2018,10,85270
Buuhoodle,2018,10,67871
Buur Hakaba,2018,10,144128
Cabudwaaq,2018,10,86650
Cadaado,2018,10,96884
Cadale,2018,10,73795
Caluula,2018,10,53666
Caynabo,2018,10,66750
Ceel Afweyn,2018,10,90045
Ceel Barde,2018,10,55737
Ceel Buur,2018,10,106667
Ceel Dheer,2018,10,108277
Ceel Waaq,2018,10,52146
Ceerigaabo,2018,10,230984
Dhuusamarreeb,2018,10,147443
Diinsoor,2018,10,90369
Doolow,2018,10,62584
Eyl,2018,10,81407
Gaalkacyo,2018,10,438947
Galdogob,2018,10,167256
Garbahaarey,2018,10,121245
Garoowe,2018,10,204819
Gebiley,2018,10,155680
Hargeysa,2018,10,1120481
Hobyo,2018,10,99293
Iskushuban,2018,10,77868
Jalalaqsi,2018,10,94984
Jamaame,2018,10,149899
Jariiban,2018,10,101900
Jilib,2018,10,164301
Jowhar,2018,10,317644
Kismaayo,2018,10,300171
Kurtunwaarey,2018,10,129858
Laas Caanood,2018,10,194048
Laasqoray,2018,10,203911
Lughaye,2018,10,72786
Luuq,2018,10,98510
Marka,2018,10,258300
Owdweyne,2018,10,82589
Qandala,2018,10,143925
Qansax Dheere,2018,10,80334
Qardho,2018,10,186866
Qoryooley,2018,10,243416
Rab Dhuure,2018,10,47203
Saakow,2018,10,127547
Sablaale,2018,10,46636
Sheikh,2018,10,83330
Taleex,2018,10,69542
Tayeeglow,2018,10,91025
Waajid,2018,10,82842
Wanla Weyn,2018,10,220022
Xarardheere,2018,10,70856
Xudun,2018,10,62746
Xudur,2018,10,118923
Zeylac,2018,10,67155
Adan Yabaal,2018,11,84748
Afgooye,2018,11,397242
Afmadow,2018,11,178099
Baardheere,2018,11,164477
Badhaadhe,2018,11,78905
Baki,2018,11,69860
Balcad,2018,11,195660
Banadir,2018,11,2256570
Bandarbeyla,2018,11,28644
Baraawe,2018,11,90367
Baydhaba,2018,11,565552
Belet Weyne,2018,11,279450
Belet Xaawo,2018,11,93065
Berbera,2018,11,160215
Borama,2018,11,746935
Bossaso,2018,11,415445
Bu'aale,2018,11,101250
Bulo Burto,2018,11,162951
Burco,2018,11,468023
Burtinle,2018,11,85396
Buuhoodle,2018,11,64226
Buur Hakaba,2018,11,144312
Cabudwaaq,2018,11,86766
Cadaado,2018,11,96884
Cadale,2018,11,73929
Caluula,2018,11,53642
Caynabo,2018,11,66938
Ceel Afweyn,2018,11,90194
Ceel Barde,2018,11,55237
Ceel Buur,2018,11,105746
Ceel Dheer,2018,11,108453
Ceel Waaq,2018,11,51931
Ceerigaabo,2018,11,231287
Dhuusamarreeb,2018,11,149178
Diinsoor,2018,11,90639
Doolow,2018,11,62520
Eyl,2018,11,81546
Gaalkacyo,2018,11,439266
Galdogob,2018,11,167515
Garbahaarey,2018,11,121412
Garoowe,2018,11,205067
Gebiley,2018,11,155842
Hargeysa,2018,11,1122261
Hobyo,2018,11,99547
Iskushuban,2018,11,78060
Jalalaqsi,2018,11,94914
Jamaame,2018,11,149644
Jariiban,2018,11,101951
Jilib,2018,11,164247
Jowhar,2018,11,318170
Kismaayo,2018,11,301302
Kurtunwaarey,2018,11,131077
Laas Caanood,2018,11,194070
Laasqoray,2018,11,204037
Lughaye,2018,11,73066
Luuq,2018,11,98750
Marka,2018,11,259890
Owdweyne,2018,11,82843
Qandala,2018,11,144236
Qansax Dheere,2018,11,80170
Qardho,2018,11,187418
Qoryooley,2018,11,243136
Rab Dhuure,2018,11,48703
Saakow,2018,11,127496
Sablaale,2018,11,46849
Sheikh,2018,11,83436
Taleex,2018,11,69553
Tayeeglow,2018,11,91452
Waajid,2018,11,84072
Wanla Weyn,2018,11,220287
Xarardheere,2018,11,71126
Xudun,2018,11,62902
Xudur,2018,11,119374
Zeylac,2018,11,67174
Adan Yabaal,2018,12,84879
Afgooye,2018,12,397990
Afmadow,2018,12,178464
Baardheere,2018,12,164679
Badhaadhe,2018,12,79027
Baki,2018,12,69912
Balcad,2018,12,196058
Banadir,2018,12,2257298
Bandarbeyla,2018,12,28667
Baraawe,2018,12,90488
Baydhaba,2018,12,566139
Belet Weyne,2018,12,279439
Belet Xaawo,2018,12,93158
Berbera,2018,12,161151
Borama,2018,12,748157
Bossaso,2018,12,416366
Bu'aale,2018,12,101345
Bulo Burto,2018,12,163278
Burco,2018,12,468748
Burtinle,2018,12,85490
Buuhoodle,2018,12,64516
Buur Hakaba,2018,12,144529
Cabudwaaq,2018,12,87084
Cadaado,2018,12,96157
Cadale,2018,12,74443
Caluula,2018,12,54091
Caynabo,2018,12,67252
Ceel Afweyn,2018,12,90338
Ceel Barde,2018,12,55108
Ceel Buur,2018,12,105593
Ceel Dheer,2018,12,108629
Ceel Waaq,2018,12,51923
Ceerigaabo,2018,12,231602
Dhuusamarreeb,2018,12,149027
Diinsoor,2018,12,90835
Doolow,2018,12,62595
Eyl,2018,12,81707
Gaalkacyo,2018,12,441940
Galdogob,2018,12,167818
Garbahaarey,2018,12,121655
Garoowe,2018,12,205323
Gebiley,2018,12,156012
Hargeysa,2018,12,1123676
Hobyo,2018,12,99818
Iskushuban,2018,12,77937
Jalalaqsi,2018,12,85784
Jamaame,2018,12,149635
Jariiban,2018,12,102278
Jilib,2018,12,164212
Jowhar,2018,12,318618
Kismaayo,2018,12,302329
Kurtunwaarey,2018,12,132189
Laas Caanood,2018,12,195139
Laasqoray,2018,12,204390
Lughaye,2018,12,73190
Luuq,2018,12,98915
Marka,2018,12,261468
Owdweyne,2018,12,82902
Qandala,2018,12,144458
Qansax Dheere,2018,12,80318
Qardho,2018,12,188075
Qoryooley,2018,12,243776
Rab Dhuure,2018,12,48270
Saakow,2018,12,127554
Sablaale,2018,12,47066
Sheikh,2018,12,83570
Taleex,2018,12,69059
Tayeeglow,2018,12,91509
Waajid,2018,12,84060
Wanla Weyn,2018,12,220700
Xarardheere,2018,12,71395
Xudun,2018,12,62817
Xudur,2018,12,119585
Zeylac,2018,12,67257
Adan Yabaal,2019,1,85032
Afgooye,2019,1,398432
Afmadow,2019,1,178792
Baardheere,2019,1,164815
Badhaadhe,2019,1,79155
Baki,2019,1,69979
Balcad,2019,1,196493
Banadir,2019,1,2260240
Bandarbeyla,2019,1,28769
Baraawe,2019,1,90617
Baydhaba,2019,1,566988
Belet Weyne,2019,1,279816
Belet Xaawo,2019,1,93266
Berbera,2019,1,161364
Borama,2019,1,749363
Bossaso,2019,1,416969
Bu'aale,2019,1,101377
Bulo Burto,2019,1,163587
Burco,2019,1,469497
Burtinle,2019,1,85632
Buuhoodle,2019,1,64846
Buur Hakaba,2019,1,144729
Cabudwaaq,2019,1,87195
Cadaado,2019,1,96241
Cadale,2019,1,74537
Caluula,2019,1,54142
Caynabo,2019,1,67582
Ceel Afweyn,2019,1,90573
Ceel Barde,2019,1,55193
Ceel Buur,2019,1,105778
Ceel Dheer,2019,1,108785
Ceel Waaq,2019,1,52014
Ceerigaabo,2019,1,231855
Dhuusamarreeb,2019,1,149128
Diinsoor,2019,1,90812
Doolow,2019,1,62777
Eyl,2019,1,81858
Gaalkacyo,2019,1,442924
Galdogob,2019,1,168111
Garbahaarey,2019,1,121933
Garoowe,2019,1,205521
Gebiley,2019,1,156185
Hargeysa,2019,1,1125576
Hobyo,2019,1,100003
Iskushuban,2019,1,78111
Jalalaqsi,2019,1,95052
Jamaame,2019,1,149560
Jariiban,2019,1,102421
Jilib,2019,1,164254
Jowhar,2019,1,319182
Kismaayo,2019,1,303319
Kurtunwaarey,2019,1,131488
Laas Caanood,2019,1,195297
Laasqoray,2019,1,204693
Lughaye,2019,1,73290
Luuq,2019,1,99074
Marka,2019,1,263118
Owdweyne,2019,1,83102
Qandala,2019,1,144668
Qansax Dheere,2019,1,80376
Qardho,2019,1,188794
Qoryooley,2019,1,244291
Rab Dhuure,2019,1,48780
Saakow,2019,1,127668
Sablaale,2019,1,47295
Sheikh,2019,1,83700
Taleex,2019,1,69042
Tayeeglow,2019,1,91754
Waajid,2019,1,84455
Wanla Weyn,2019,1,221107
Xarardheere,2019,1,71754
Xudun,2019,1,62758
Xudur,2019,1,119874
Zeylac,2019,1,67388
Adan Yabaal,2019,2,85076
Afgooye,2019,2,397944
Afmadow,2019,2,179198
Baardheere,2019,2,164916
Badhaadhe,2019,2,79278
Baki,2019,2,70097
Balcad,2019,2,197012
Banadir,2019,2,2263619
Bandarbeyla,2019,2,28746
Baraawe,2019,2,90784
Baydhaba,2019,2,567877
Belet Weyne,2019,2,280248
Belet Xaawo,2019,2,93396
Berbera,2019,2,161572
Borama,2019,2,750536
Bossaso,2019,2,417609
Bu'aale,2019,2,101480
Bulo Burto,2019,2,163860
Burco,2019,2,470262
Burtinle,2019,2,85944
Buuhoodle,2019,2,65088
Buur Hakaba,2019,2,144946
Cabudwaaq,2019,2,87434
Cadaado,2019,2,96361
Cadale,2019,2,74676
Caluula,2019,2,54195
